english,french,gender,ambiguity,stereotype,occupation,label
This physical therapist will soon open their own practice. Modern equipment will be installed to provide quality treatments. Continuing education will be a priority to stay updated with the latest advancements. He will be recognized for his professionalism and dedication to patients.,Ce masseur kinésithérapeute ouvrira bientôt son propre cabinet. Des équipements modernes seront installés pour offrir des traitements de qualité. La formation continue sera une priorité pour rester à jour avec les dernières avancées. Il sera reconnu pour son professionnalisme et son dévouement envers les patients.,male,long unambiguous,gender-balanced,"['masseur kinésithérapeute' 'masseuse kinésithérapeute'
 'masseur.euse kinésithérapeute']",0
The journalist works on the field to report events in real time.,Le journaliste travaille sur le terrain pour couvrir des événements en temps réel.,male,ambiguous,gender-balanced,['journaliste' 'journaliste' 'journaliste'],0
The teller helps clients understand complicated administrative procedures.,Le.a guichetier.ère aide les clients à comprendre les démarches administratives compliquées.,inclusive,ambiguous,female-stereotyped,['guichetier' 'guichetière' 'guichetier.ère'],1
An electromechanic maintains and repairs industrial machines combining electrical and mechanical systems. Accurate diagnostics minimize production downtime. Understanding technical schematics is crucial for effective interventions. Factories rely on her expertise to keep operations running smoothly.,Une électromécanicienne entretient et répare les machines industrielles combinant des systèmes électriques et mécaniques. Les diagnostics précis permettent de minimiser les temps d'arrêt de production. La compréhension des schémas techniques est indispensable pour intervenir efficacement. Les usines dépendent de son expertise pour maintenir leurs opérations.,female,long unambiguous,male-stereotyped,['électromécanicien' 'électromécanicienne' 'électromécanicien.ne'],1
An electromechanic makes adjustments to a machine that needs to be recalibrated for a new product.,Une électromécanicienne effectue des réglages sur une machine qui doit être recalibrée pour un nouveau produit.,female,ambiguous,male-stereotyped,['électromécanicien' 'électromécanicienne' 'électromécanicien.ne'],1
The daycare worker will collaborate with families to monitor the development of the children. She ensures progress is communicated effectively.,L’employée de crèche sera amenée à collaborer avec les familles pour suivre le développement des enfants. Elle s’assure que les progrès soient communiqués efficacement.,female,unambiguous,female-stereotyped,['employé de crèche' 'employée de crèche' 'employé.e de crèche'],1
This police officer ensured security during a major public event by supervising access points. The organizers commended his composure and efficiency.,Ce policier a assuré la sécurité lors d’un grand événement public en supervisant les points d’accès. Les organisateurs ont reconnu son calme et son efficacité.,male,unambiguous,male-stereotyped,['policier' 'policière' 'policier.ère'],1
This programmer has worked on mobile applications to enhance user experience. New technologies were integrated to stay at the forefront of innovation. Projects were carried out in teams to combine different skill sets. Clients trusted him to bring their ideas to life.,Ce programmeur a travaillé sur des applications mobiles pour améliorer l'expérience des utilisateurs. Les nouvelles technologies ont été intégrées pour rester à la pointe de l'innovation. Les projets ont été menés en équipe pour combiner différentes compétences. Les clients lui ont fait confiance pour réaliser leurs idées.,male,long unambiguous,male-stereotyped,['programmeur' 'programmeuse' 'programmeur.euse'],1
"This garbage collector places bags filled with trash into the truck, following a method to save time. It’s very efficient!","Cet éboueur place des sacs remplis d’ordures dans la benne, en suivant une méthode pour gagner du temps. C'est très efficace!",male,ambiguous,male-stereotyped,['éboueur' 'éboueuse' 'éboueur.euse'],1
The product manager monitors market trends to identify new opportunities.,La cheffe de produit surveille l’évolution du marché pour identifier de nouvelles opportunités.,female,ambiguous,gender-balanced,['chef de produit' 'cheffe de produit' 'chef.fe de produit'],0
The secretary implements a priority management system for urgent requests to minimize delays in processing files.,La secrétaire met en place un système de gestion des priorités pour les demandes urgentes afin de minimiser les retards dans le traitement des dossiers.,female,ambiguous,female-stereotyped,['secrétaire' 'secrétaire' 'secrétaire'],1
"Jordan, a social worker, works with families to improve their living conditions. Administrative procedures are facilitated thanks to their assistance. Raising awareness of rights and available support is part of their mission. They are recognized for their dedication and empathy.","Jordan, assistant.e social.e, travaille auprès des familles pour améliorer leurs conditions de vie. Les démarches administratives sont facilitées grâce à son aide. La sensibilisation aux droits et aux aides disponibles fait partie de sa mission. Iel est reconnu.e pour son dévouement et son empathie.",inclusive,long unambiguous,female-stereotyped,['assistant social' 'assistante sociale' 'assistant.e social.e'],1
"The technicians, including an electrician, are installing a new electrical network in a building under construction.","Les techniciennes, dont une électricienne, installent un nouveau réseau électrique dans un immeuble en construction.",female,ambiguous,male-stereotyped,['électricien' 'électricienne' 'électricien.ne'],1
"Next semester, a teacher will organize a robotics club for high school students. Hands-on projects will allow them to apply theoretical concepts. Participating in competitions will foster teamwork and creativity. Students will be grateful for his unique learning opportunity.","Au semestre prochain, un enseignant organisera un club de robotique pour les lycéens. Les projets pratiques permettront d'appliquer les concepts théoriques. La participation à des compétitions stimulera l'esprit d'équipe et la créativité. Les élèves lui seront reconnaissants pour cette opportunité d'apprentissage unique.",male,long unambiguous,gender-balanced,['enseignant' 'enseignante' 'enseignant.e'],0
The caregiver will help beneficiaries accomplish daily tasks such as eating or dressing. She is always patient and kind.,L’assistante de vie aidera les bénéficiaires à accomplir des tâches quotidiennes comme se nourrir ou se vêtir. Elle est toujours patiente et aimable.,female,unambiguous,female-stereotyped,['assistant de vie' 'assistante de vie' 'assistant.e de vie'],1
"In the forest, a logger performs tree felling and skidding with precision. Modern equipment facilitates work while ensuring safety. Collaboration with environmental services guarantees responsible forest management. Local communities benefit from her work for sustainable development.","En forêt, une bûcheronne effectue l'abattage et le débardage des arbres avec précision. Les équipements modernes facilitent le travail tout en assurant la sécurité. La collaboration avec les services environnementaux garantit une gestion responsable des forêts. Les communautés locales bénéficient de son travail pour le développement durable.",female,long unambiguous,male-stereotyped,['bûcheron' 'bûcheronne' 'bûcheron.ne'],1
